,ARID1B,CCL21,CCND2,CD3E,CDC20,CDK6,CDKN2A,CDKN2C,CHEK1,CKS2,COL1A1,ESR1,EZH2,FBLIM1,FGFR4,GAS1,IFNGR1,IGF2,KDR,KIF20A,KRT14,MDM4,MMP9,MUTYH,MYBL1,PGK1,PGR,PIM1,SPOP,TAGLN,TMEM30B,USF1,LINC02593,CCN1,ACTB,CASC3,GUSB,MRPL19,POP4,TTC21B,KIAA1715
M111,2.416907717,0,101.5379412,0.325196145,27.94692268,20.51258238,0.089017656,0.929131843,12.76298173,178.9114602,2979.791353,0.220543545,22.4976475,10.90048376,3.495269313,12.94975452,159.9285802,2296.35842,13.10178327,58.53382719,0.16894232,16.22225962,1.272331595,4.278463172,4.908130296,357.4323614,0.165110299,53.30540491,54.11916284,537.7885793,5.947139967,96.83425191,,176.244124,2070.562407,89.11541613,65.08215945,28.15848045,17.99585208,15.8478116,24.56959903
M112,11.48546953,0.197442938,101.3766998,10.45614477,6.669076029,9.731972063,2.402153995,13.60856704,4.033761024,22.76745758,408.2031694,1.70671014,4.377364944,17.69827249,4.042408028,221.8997411,510.0225244,2996.121975,16.26457887,5.300729298,1.239709669,13.48226043,0.690194669,11.27106722,1.839745964,224.1300034,12.33500528,15.04479371,46.28130544,341.3770751,116.2114421,92.7806002,,168.6522991,2029.810787,48.72619368,60.98761091,15.10728137,8.228270745,7.502726862,14.39978487
M113,22.4013876,0.518866769,95.27028959,8.496279144,2.493615644,15.22766469,2.923776488,55.65929806,2.046983996,27.37381943,694.3110168,1.125677058,2.947420272,17.2213597,0.655261359,91.4433027,782.0853986,163.5081413,10.15702218,1.28397895,1.345186552,17.10767087,2.321645053,15.45370804,2.357758122,212.7920626,21.86144282,12.69039707,92.14429707,225.0654089,406.0435246,100.771212,,827.9835382,2049.163335,79.79025822,70.25757598,25.80038789,17.09447376,15.76060908,24.57606024
M114,9.582798037,0.103519698,13.24456217,3.296032251,52.8011415,21.75190351,3.292256406,25.4265345,7.015661603,117.02961,12567.52441,0.624627332,9.307158014,30.05864339,0.455580996,136.9988549,246.8131867,214.5182855,23.13747127,22.23345759,4.948250655,6.725545399,1.118508337,5.285463153,2.497343008,196.9746438,1.701421912,74.18909393,42.7586329,961.137347,79.79930901,73.41797808,,758.048565,4199.560541,45.60720943,92.24974317,22.20311909,13.99717335,7.258299165,14.14545269
M115,19.56797818,0.724630155,78.42407815,16.17729178,6.476870909,18.13939598,0.486099786,86.88747983,3.442158982,17.32019745,445.7584652,2.512519086,4.822748598,11.1146834,0.49519145,422.0900166,707.7666504,749.8661329,18.47615869,3.286649962,0.12580164,18.31692301,2.315945491,10.76656931,2.272690019,296.121217,1.608261215,81.86738595,62.77296126,451.7363259,92.95557579,105.6421429,,446.8916662,3252.845183,80.52390134,73.9188106,20.74763707,15.42291624,13.23483434,19.44061485
M116,1.379560872,0.066629482,4.980649187,1.428738508,0.090626557,1.702345216,0.042665032,5.770619168,0.760417343,2.008666922,8.633861684,0.212310891,0.47651425,2.219287319,0.101993193,13.37152588,28.71147559,42.72905339,0.668871002,0.077773675,0.080971909,1.588357748,0.406541584,3.086944402,0.059533014,53.67523396,7.090200429,0.744495493,17.11872216,60.57543554,32.89651459,12.51869844,,55.32130525,389.6447074,8.839204906,4.9813883,5.365751381,4.916635474,1.674311016,1.14735354
M117,0.681224974,0,0.236898089,0,3.050421298,0.087073752,3.655457716,3.198446808,1.014993504,22.33185651,23.38764591,0.036859955,1.596967552,1.291596167,0.065019198,16.97056728,11.82148661,140.7808017,0.010032839,3.966368208,0,1.277816251,0.051832886,1.140568801,0.399032312,36.80758054,0.097837769,18.18265259,8.100427999,60.48699974,0.73034403,6.182780197,,8.415369917,159.0138942,13.86816896,2.815731945,2.907074622,2.321161633,0.641450875,1.039478926
M119,3.206973658,0.026207741,8.861475545,0.18732453,1.342690221,2.247777678,0.525825726,4.831513194,1.28501854,8.848896305,148.5215512,0.511717251,1.895720324,4.739466596,0.210617109,58.76244657,74.12662342,243.3859954,0.615167998,0.611822962,0,4.593287565,0.65961737,8.995027761,0.163915139,64.11972886,2.41310618,0.870375194,21.92720369,234.1720351,30.63959857,45.539675,,95.28558224,1165.043176,27.15754585,27.91022019,14.02114722,11.84275759,2.64068894,2.261783799
M12,10.77490321,0,92.81095102,4.407629909,0.60301812,1.924621355,1.873660458,12.03764471,1.349259939,9.021662601,69.10111082,0.189360698,2.391589598,17.09482206,0.254493876,123.4602276,620.1637237,373.2602195,6.577705077,0.248398368,5.172261686,6.196109783,2.180969455,8.614288928,0.339536104,305.8873611,4.028954937,32.98393655,28.4315293,374.3327424,310.604909,98.85268806,,277.5777146,3286.009452,36.73368995,40.08251773,16.53381057,16.82470087,6.407239514,7.760093558
M120,15.68062602,0,152.3872206,0.278561554,0.388728685,17.42559296,0.813355981,52.47569081,2.523449953,10.05184596,135.5299693,38.3387686,3.095100998,1.735870854,0,226.3378152,791.0992109,29.25274615,24.45698344,0.644956564,0.617451651,11.89079267,2.434050854,2.22934757,1.702384741,278.2677139,150.164425,22.38336124,64.05990111,324.1233291,288.1942635,57.76670223,,1733.187068,1124.271009,80.29907915,20.59513308,18.80656778,17.25962981,14.72540379,39.65101713
M122,8.888214137,0.175995253,36.65019389,4.86029086,4.149273767,14.69014867,7.287642677,41.0714999,5.604152608,57.56681285,699.0374453,1.789782238,6.437176236,12.03440317,3.653805785,489.7858878,473.9435119,288.7868688,18.99264067,3.738854191,7.236252012,10.11940731,1.275184758,7.467439433,1.752221288,391.8336872,2.586458418,13.49245707,55.0689148,414.4579036,132.7217562,89.48951799,,170.402834,2362.479419,59.56771761,57.43829058,32.35780412,21.00152912,8.996070458,20.84889704
M123,9.269287712,0.512802094,123.5385169,2.265849589,7.253910206,8.62631834,6.479714661,36.18695079,4.089467676,54.57151208,1118.225176,1.481041979,6.328898658,7.836868638,0.372862023,163.5523415,546.3318112,2571.486384,80.47297812,10.46302839,0.955551959,10.84710592,0.769181977,6.109232127,1.898196561,341.4369867,5.124638654,25.27513153,41.60487166,318.9425316,78.63592437,88.27501686,,363.5456448,2517.726615,65.38544986,82.77766495,15.24162398,10.23482463,7.844769965,13.17288627
M124,3.529321701,0.068765249,17.08994679,1.474535855,2.805946096,5.861558836,4.021647214,17.48378228,3.468587129,36.58939468,65.00801537,0.144523575,6.51971207,19.50903372,1.3684128,433.8054422,220.1749347,445.7989486,8.050247443,3.066186529,798.7373434,10.36088912,1.057673676,4.372477702,0.965506279,159.7571037,4.999310416,12.91271405,24.96747646,435.5761188,67.61775721,70.36627871,,25.85562174,955.9744976,54.48626395,32.67679177,15.88132016,12.13950375,6.667474206,9.166569071
M125,13.8065671,0,140.3842938,3.141924807,10.2305265,8.848016064,3.928512246,91.99903328,8.087421832,92.94727238,1179.87512,2.30529332,15.85078226,2.954177843,0.358144042,491.728208,805.0565274,943.41281,5.081190447,19.54170807,0.042122792,13.29333389,1.467204805,6.390724683,6.84878536,266.9538335,12.76811435,17.9447903,61.71542243,110.7752637,471.3846102,122.9406507,,98.8216991,2311.13422,59.41125952,70.61744617,29.77897348,24.2324462,13.54938434,25.96386166
M126,8.806769009,0.091508663,21.01740597,0.475690604,3.236119908,5.400145656,11.52387684,35.16712676,6.227445,34.897493,526.2688103,1.265611342,5.516017561,9.520393669,0.157586673,1024.637812,590.6283049,3896.792691,5.160509639,3.90939436,0.037068832,59.36754206,1.221374398,4.261227665,1.354919817,305.518681,7.871360871,17.72311017,52.07095373,285.4803965,62.55975125,75.4687928,,396.6633292,1773.193045,54.92034417,87.1168892,16.83361625,20.9005564,13.48287527,20.299635
